Date,A,AAOI,AAPL,AAT,ABBV
2023-01-03,0.0026061438543321103,-0.005291000285156167,-0.037404589778426645,0.0003773269821922831,0.004764436824480578
2023-01-04,0.01086386992133459,0.02127657550770312,0.010314182786078874,0.016974731471284477,0.008067639992302311
2023-01-05,0.0029008006549298138,-0.02083331393077925,-0.01060465512256814,-0.020771588757378168,-0.0012219066947091184
2023-01-06,-0.029189302282473517,-0.01063828775385156,0.03679411661073351,0.024242670079000606,0.018716885433482044
2023-01-09,-0.0013546247548694712,0.15591402087739192,0.004088707976745765,-0.011464686136342439,-0.029360684861875153
2023-01-10,0.05262112299257149,-0.013953585338433494,0.004456658647285838,-0.003741051518898586,-0.012495286812740591
2023-01-11,0.018939626686584887,0.014151043126324536,0.02111241704708733,0.019151315700192573,-0.015472459276618222
2023-01-12,-0.010621491019146556,0.09302316297384028,-0.0005996622022573783,0.021370765291726324,-0.02228755211953759
2023-01-13,0.0027479271618433554,0.03404262356220911,0.010119158648415283,-0.0028861615810582553,0.009065638851584623
2023-01-17,-0.00968641843675122,0.004115222299809096,0.008756474021561989,0.008683065579609073,-0.005013152646924923
2023-01-18,-0.008558692166925841,-0.028688594270410817,-0.005370074054264928,-0.013629898029642984,-0.023751561973682778
2023-01-19,-0.007788615291850376,-0.033755243700015036,0.00044388267825290484,-0.007999816826398054,-0.0032843186140771863
2023-01-20,0.01995152150680224,-0.03493446508240117,0.019220630529646288,-0.002199473550239528,0.005917250288218767
2023-01-23,0.020138462623437103,0.013574647453366007,0.023500367660948873,-0.0018368127377110799,-0.006951937018601195
2023-01-24,-0.02118701124888711,-0.008928562875609058,0.010062956184791139,-0.0036807120602113663,-0.005789363659636226
2023-01-25,0.0004497653450172834,-0.009009000301245074,-0.004700590821734796,0.0007390093752548399,0.0006767801769860249
2023-01-26,0.003017200992962099,0.0,0.01480358350708122,0.007013645004329883,-0.0026385452561300538
2023-01-27,-0.0034563356806078804,0.07727265190487231,0.01368404009656099,0.01759530076782867,-0.007598365907442228
2023-01-30,-0.025370849706850662,-0.016877621850007518,-0.02007781075793258,0.0010806812277102118,-0.004307004174861739
2023-01-31,0.0022409307717459193,0.025751151572007247,0.009020833337836986,0.024109452298912926,0.014418174255843574
2023-02-01,0.022159320712647146,0.0878660211342599,0.007900793389368221,0.017919791893963977,-0.0077833528188775425
2023-02-02,0.00032135779204356396,0.0846153987229934,0.03706241063762117,0.023817743628181898,-0.012005626678193715
2023-02-03,-0.0061091226219956996,-0.04255315191482678,0.024399907273629395,-0.025960890213672982,0.002485680109250765
2023-02-06,-0.014946515652431769,-0.018518500530834592,-0.017928576216282188,-0.020422274608805635,-0.001239872780658069
2023-02-07,0.014910470754132765,-0.011320833482532322,0.0192444058387109,-0.00035324903720246326,0.0008275698121038566
2023-02-08,-0.0005822844400769078,-0.026717532939075084,-0.017652631033985844,-0.04347838694430506,-0.003651705801756888
2023-02-09,-0.01321082400526119,0.03137261318454776,-0.006911753185246394,-0.02254241861113726,0.02828306352159804
2023-02-10,0.0011155048249655852,0.007604555154464343,0.0024565168950847482,-0.0007561642981314121,0.022528475104029777
2023-02-13,0.013438343702610878,-0.003773581171086837,0.018806630956735404,0.0022701256597013053,0.011048991222273985
2023-02-14,-0.010090698614376059,0.022727250149756628,-0.004225008087591742,-0.0033976431847771993,-0.007415556335240825
2023-02-15,-0.008429216853123478,0.048148101380169894,0.01390359646599082,0.005303175934480375,-0.010026828756526496
2023-02-16,-0.02286651625909275,0.042402871806623166,-0.010429538369825742,-0.0067823172555290245,-0.010128384331801743
2023-02-17,-0.0001349261310810146,-0.05084748913316417,-0.007546459036799846,-0.002276238435870992,0.011903870804237382
2023-02-21,-0.032645232275296476,-0.028571401810159047,-0.026680112306432746,-0.031178552469932286,0.00456024642956665
2023-02-22,-0.009343249607323134,0.03676467043408915,0.002896264063614984,0.010204099390555887,-0.008749912598108645
2023-02-23,0.0078828523972867,0.07801419638944651,0.0032903300693967186,0.002719447772597139,0.009291933423350995
2023-02-24,-0.01396638817645679,-0.14144739215558944,-0.018005340149420013,-0.013173205494034113,0.004208428716776513
2023-02-27,0.006940359066127444,-0.007662828249186293,0.008247666685075483,-0.0007853460793498801,0.010280913996764784
2023-02-28,-0.001476961312449232,0.08494209880342396,-0.0034477757850247537,-0.00864428991366517,-0.002463075661727543
2023-03-01,-0.03141502814473918,-0.02846972431854289,-0.014246178998383985,-0.005548750052725593,0.00890182868495537
2023-03-02,0.030252437302342727,-0.014652000576396595,0.004129525769389852,-0.00757298809697704,-0.005731852040720242
2023-03-03,0.015952441866842637,0.01486987397850048,0.035089884796547954,-0.002811277556605929,0.010882123789550002
2023-03-06,-0.004863416171101198,0.018315000720495744,0.018539383019927635,-0.014901247081951063,-0.004998082489962363
2023-03-07,-0.020247046780060618,-0.010791356726084111,-0.014496554313195631,-0.03515940937862827,-0.01513394706711868
2023-03-08,0.004061807285413721,0.02545452117919922,0.008377224406511008,-0.033089892807442456,-0.021774605657303714
2023-03-09,-0.013981708852044306,-0.0035460959929022318,-0.01491478498805665,-0.04977767768102337,-0.015040077827879306
2023-03-10,-0.023105034004553326,-0.053380733097267874,-0.013878323196930387,-0.07436866426262989,0.016016486671466934
2023-03-13,0.0071469995526196595,0.003759394789693671,0.013265831898647162,-0.012632588716324888,0.014962025897750975
2023-03-14,0.012509916618709926,-0.003745314673225475,0.014089080552313948,-0.029682734670953836,0.012504113338977607
2023-03-15,-0.031575087765852494,-0.08270677500430457,0.0026215368557538365,-0.007383763859762582,0.0013649920238743007
2023-03-16,0.020816419763257876,0.01639342660450316,0.01869397019141039,-0.010627014410304447,0.008048791608733286
2023-03-17,-0.026604447061173264,-0.0483871463930442,-0.005453941588549949,-0.06552099919435717,-0.006954247180688156
2023-03-20,0.01021162967543443,0.016949238156632296,0.015483859148178736,0.008620676658099846,0.012320061885660483
2023-03-21,0.018359030388851227,0.012499987582366145,0.011944108654541985,0.035327561760032156,0.004163503069495977
2023-03-22,-0.023940016216667193,-0.024691431913493544,-0.009103442449006738,-0.06274069218284783,-0.019774245897402176
2023-03-23,-0.01944185951574884,0.03797474976107851,0.006969486057605501,-0.03229592066290787,0.010607126848074744
2023-03-24,0.006329515155070409,-0.020325183553227655,0.008305478794135901,0.03701446160535915,0.017514416148524337
2023-03-27,0.008411580502715621,-0.28630706748818513,-0.012293241514828135,0.010532459862409471,-0.0030375284623794796
2023-03-28,-0.003306380198408454,0.05813954777818142,-0.003980392401577881,0.015634025052263523,0.004506928469639737
2023-03-29,0.009198395314901298,0.005494500096186128,0.019790800004816367,0.02622581571484983,-0.0015798338692665226
2023-03-30,0.0047816020887165855,0.05464475534834423,0.00988992613105344,0.004444478450564615,-0.000506388823374393
2023-03-31,0.028626656232651815,0.14507777109258657,0.015644089409190487,0.028207922536339414,0.009181764551858596
2023-04-03,-0.0018464378100238044,0.036199059875642536,0.0077018415669027895,-0.015599860201996774,0.006588568734255951
2023-04-04,0.0025386908024433996,-0.03493446508240117,-0.0032497556716089004,-0.009289584814506036,-0.003989480500054099
2023-04-05,-0.0008679128896434962,-0.045248932726261404,-0.011290238420913368,0.017650439307593357,0.006383646988198155
2023-04-06,-0.0004347258614456617,0.014218109620800279,0.005495749266570593,0.005420006355707718,0.00466423912249847
2023-04-10,-7.246712533348632e-05,0.037383140086171496,-0.015972180696506078,-0.017789907630764934,-0.001671223692849222
2023-04-11,0.003622721369175963,0.02702700090373522,-0.007591190485352284,-0.003842006784733676,0.0006200612997830923
2023-04-12,-0.0011549253171768692,0.008771921569070251,-0.004353166504659778,-0.02534422019203908,0.006072361857652364
2023-04-13,0.021104220027057696,-0.03043475421480002,0.03410348319421086,0.001695809210249033,0.011250820294536945
2023-04-14,-0.014722473505312528,-0.04932741371011595,-0.0021138649574286017,-0.015236753212650389,-0.006761319817234268
2023-04-17,0.007112052903520016,0.033018950679290615,0.0001208773490981585,0.045844989701805616,-0.002537340152254708
2023-04-18,-0.008488619307928214,0.004566205571678639,0.007504791544465261,-0.027396964088953868,-0.009864720599631949
2023-04-19,-0.0005036185679186955,-0.004545450112051319,0.006968390451619566,0.034929314837018,0.010150865353306227
2023-04-20,-0.02447263647823894,-0.0319635478686795,-0.005846412336728224,-0.010342777430417671,0.0032879348855792134
2023-04-21,0.021914033357972595,0.009434066238082961,-0.009780918827393625,-0.013201419743340437,0.004142333239701257
2023-04-24,-0.00014455419731507213,0.00467289251077152,0.0018786553959813101,-0.005016836928794066,0.010282616168922232
2023-04-25,-0.058564318978058694,-0.06511632497404563,-0.009435684760402463,-0.02577017134677473,0.004997468772840241
2023-04-26,0.021093433219924407,0.02487559828533148,-6.115856946997678e-05,0.02875209268895329,-0.01879929510002709
2023-04-27,0.0009769366644016841,-0.053398008811302855,0.028395238575417592,0.02235890928740214,-0.07991355946630929
2023-04-28,0.016360239241961283,-0.0051282001121667475,0.007541043847764328,-0.004920774214399626,0.01511411494460213
2023-05-01,0.0047996495043944876,-0.06185567073657816,-0.0005303461502290663,-0.012637504829406399,0.01713846433601618
2023-05-02,-0.011464021195086493,0.016483500288558606,-0.006191534620240913,-0.014468337472076764,-0.013597014187192613
2023-05-03,0.0018586044800574797,-0.03243246552193535,-0.0064671782941179146,0.0033879730628583182,-0.015631041946103097
2023-05-04,-0.006603860729185507,0.04469276235767472,-0.00991354084390994,0.05064707920905964,-0.012663225434585201
2023-05-05,-0.004332107500848004,-0.10962569111904186,0.046926893057818386,0.012854828282823583,0.004546447857999514
2023-05-08,-0.00637688014466864,0.0630630759634545,-0.0004033159757494964,-0.0015865754721027248,-0.0039180494389876586
2023-05-09,-0.038505080772605726,0.01694913656104502,-0.00997106534656067,-0.0015888651147075716,-0.0042047533420802585
